20110401 001326000,265.800000,265.950000,0
20110401 001357000,265.790000,265.940000,0
20110401 001358000,265.780000,265.930000,0
20110401 001359000,265.770000,265.920000,0
20110401 010645000,265.790000,265.940000,0
20110401 013427000,265.820000,265.910000,0
20110401 013428000,265.790000,265.940000,0
20110401 015146000,265.810000,265.960000,0
20110401 015148000,265.830000,265.970000,0
20110401 015656000,265.820000,265.970000,0
20110401 020425000,265.820000,265.960000,0
20110401 020427000,265.790000,265.940000,0
20110401 020440000,265.750000,265.900000,0
20110401 020550000,265.780000,265.930000,0
20110401 021003000,265.810000,265.960000,0
20110401 021004000,265.840000,265.990000,0
20110401 021004000,265.860000,266.010000,0
20110401 021006000,265.880000,266.030000,0
20110401 021339000,265.850000,266.000000,0
20110401 021409000,265.650000,265.800000,0
20110401 021556000,265.720000,265.800000,0
20110401 021557000,265.750000,265.900000,0
20110401 021557000,265.820000,265.970000,0
20110401 021558000,265.850000,266.000000,0
20110401 021854000,265.880000,265.970000,0
20110401 022036000,265.860000,265.990000,0
20110401 022147000,265.700000,265.830000,0
20110401 022155000,265.690000,265.820000,0
20110401 022400000,265.730000,265.860000,0
20110401 022405000,265.740000,265.880000,0
20110401 022405000,265.760000,265.890000,0
20110401 022406000,265.760000,265.900000,0
20110401 022408000,265.740000,265.870000,0
20110401 022410000,265.730000,265.880000,0
20110401 022958000,265.710000,265.860000,0
20110401 023120000,265.680000,265.830000,0
20110401 023124000,265.670000,265.820000,0
20110401 023135000,265.670000,265.810000,0
20110401 023204000,265.660000,265.810000,0
20110401 023205000,265.670000,265.820000,0
20110401 023206000,265.660000,265.810000,0
20110401 023207000,265.680000,265.800000,0
20110401 023225000,265.680000,265.810000,0
20110401 023227000,265.690000,265.810000,0
20110401 023236000,265.680000,265.800000,0
20110401 023247000,265.670000,265.790000,0
20110401 023252000,265.680000,265.800000,0
20110401 023253000,265.690000,265.790000,0
20110401 023255000,265.690000,265.800000,0
20110401 023307000,265.690000,265.790000,0
20110401 023326000,265.690000,265.800000,0
20110401 023338000,265.690000,265.790000,0
20110401 023353000,265.690000,265.800000,0
20110401 023440000,265.700000,265.800000,0
20110401 023441000,265.690000,265.810000,0
20110401 023702000,265.850000,265.900000,0
20110401 023702000,266.020000,266.130000,0
20110401 023705000,266.020000,266.120000,0
20110401 023709000,265.960000,266.070000,0
20110401 023709000,265.870000,266.020000,0
20110401 023711000,265.810000,265.960000,0
20110401 023735000,265.780000,265.930000,0
20110401 024137000,265.760000,265.910000,0
20110401 024611000,265.680000,265.830000,0
20110401 024611000,265.660000,265.800000,0
20110401 024617000,265.740000,265.890000,0
20110401 024617000,265.760000,265.910000,0
20110401 024622000,265.670000,265.820000,0
20110401 024623000,265.660000,265.800000,0
20110401 024639000,265.730000,265.880000,0
20110401 024640000,265.760000,265.910000,0
20110401 024732000,265.780000,265.930000,0
20110401 025110000,265.760000,265.910000,0
20110401 025111000,265.750000,265.900000,0
20110401 025129000,265.760000,265.910000,0
20110401 025357000,265.750000,265.890000,0
20110401 025630000,265.730000,265.880000,0
20110401 025631000,265.720000,265.870000,0
20110401 025631000,265.730000,265.870000,0
20110401 025632000,265.730000,265.850000,0
20110401 025715000,265.730000,265.860000,0
20110401 025715000,265.710000,265.860000,0
20110401 025716000,265.710000,265.850000,0
20110401 025717000,265.720000,265.840000,0
20110401 025718000,265.720000,265.830000,0
20110401 025800000,265.720000,265.840000,0
20110401 025905000,265.710000,265.840000,0
20110401 025906000,265.720000,265.840000,0
20110401 025940000,265.740000,265.860000,0
20110401 025941000,265.770000,265.890000,0
20110401 025942000,265.780000,265.910000,0
20110401 025943000,265.790000,265.910000,0
20110401 025943000,265.780000,265.930000,0
20110401 025951000,265.810000,265.960000,0
20110401 025952000,265.800000,265.950000,0
