20101201 000149000,280.620000,280.770000,0
20101201 000711000,280.600000,280.750000,0
20101201 001129000,280.570000,280.720000,0
20101201 001142000,280.600000,280.750000,0
20101201 001356000,280.570000,280.720000,0
20101201 001600000,280.600000,280.750000,0
20101201 001608000,280.580000,280.730000,0
20101201 002000000,280.570000,280.720000,0
20101201 002014000,280.600000,280.750000,0
20101201 002048000,280.580000,280.730000,0
20101201 002300000,280.570000,280.720000,0
20101201 002741000,280.560000,280.710000,0
20101201 002751000,280.570000,280.720000,0
20101201 002834000,280.560000,280.710000,0
20101201 002907000,280.570000,280.720000,0
20101201 003016000,280.560000,280.710000,0
20101201 003104000,280.570000,280.720000,0
20101201 003116000,280.560000,280.710000,0
20101201 003124000,280.570000,280.720000,0
20101201 003147000,280.560000,280.710000,0
20101201 003533000,280.570000,280.720000,0
20101201 003812000,280.590000,280.740000,0
20101201 004027000,280.600000,280.750000,0
20101201 004237000,280.580000,280.730000,0
20101201 005852000,280.590000,280.740000,0
20101201 005854000,280.580000,280.730000,0
20101201 005958000,280.590000,280.740000,0
20101201 010008000,280.570000,280.720000,0
20101201 010033000,280.560000,280.710000,0
20101201 010110000,280.570000,280.720000,0
20101201 010114000,280.560000,280.710000,0
20101201 010408000,280.570000,280.720000,0
20101201 010411000,280.560000,280.710000,0
20101201 012315000,280.570000,280.720000,0
20101201 013155000,280.580000,280.730000,0
20101201 013156000,280.630000,280.780000,0
20101201 013216000,280.600000,280.750000,0
20101201 013217000,280.610000,280.760000,0
20101201 013218000,280.590000,280.740000,0
20101201 013218000,280.580000,280.730000,0
20101201 013219000,280.600000,280.750000,0
20101201 013220000,280.610000,280.760000,0
20101201 013221000,280.640000,280.790000,0
20101201 013416000,280.650000,280.800000,0
20101201 013420000,280.640000,280.790000,0
20101201 013421000,280.680000,280.830000,0
20101201 013737000,280.650000,280.800000,0
20101201 013738000,280.630000,280.780000,0
20101201 014242000,280.620000,280.770000,0
20101201 014559000,280.630000,280.780000,0
20101201 014622000,280.640000,280.790000,0
20101201 014625000,280.630000,280.780000,0
20101201 014627000,280.620000,280.770000,0
20101201 014635000,280.630000,280.780000,0
20101201 014640000,280.620000,280.770000,0
20101201 014710000,280.580000,280.730000,0
20101201 015059000,280.610000,280.760000,0
20101201 015100000,280.620000,280.770000,0
20101201 015100000,280.630000,280.780000,0
20101201 015106000,280.680000,280.830000,0
20101201 015112000,280.720000,280.870000,0
20101201 015112000,280.730000,280.880000,0
20101201 015524000,280.680000,280.830000,0
20101201 015525000,280.670000,280.820000,0
20101201 015635000,280.680000,280.830000,0
20101201 015641000,280.790000,280.940000,0
20101201 015643000,280.800000,280.950000,0
20101201 015739000,280.750000,280.900000,0
20101201 020104000,280.780000,280.930000,0
20101201 020112000,280.750000,280.900000,0
20101201 020119000,280.770000,280.920000,0
20101201 020120000,280.780000,280.930000,0
20101201 020205000,280.740000,280.890000,0
20101201 020206000,280.730000,280.880000,0
20101201 020216000,280.700000,280.850000,0
20101201 020545000,280.680000,280.830000,0
20101201 020619000,280.670000,280.820000,0
20101201 020620000,280.660000,280.810000,0
20101201 020620000,280.670000,280.820000,0
20101201 020628000,280.660000,280.810000,0
20101201 020629000,280.670000,280.820000,0
20101201 020633000,280.680000,280.830000,0
20101201 020634000,280.670000,280.820000,0
20101201 020636000,280.680000,280.830000,0
20101201 020637000,280.700000,280.850000,0
20101201 020638000,280.640000,280.790000,0
20101201 020638000,280.630000,280.780000,0
